county,embedding
Polk Texas,"0.0707424058,-0.020319181800000002,0.0051828673950000004,0.006559226850000002,0.0171176555,-0.005529943149999999,-0.0072301596449999995,-0.009860526500000001,-0.0012984005500000003,-0.022024586550000003,-0.02410890425,-0.0069542040815,0.0059650078999999995,0.00019858495999999998,-0.0005194288811,0.0039835749,0.003389032650000001,0.003200453635,0.007076138855,0.01125647261,-0.0020993980299999996,-0.00019684681850000001,-0.0040670042,0.001329454245,-0.0013092674599999997,0.006017498615000001,-0.000888875785,-0.000250132715,0.0010394402900000001,-0.0017793337715,-0.0034643029235000003,0.0018536389695,-0.00169160863,0.0026907462450000003,0.0006795031849999998,-0.0018028530500000003,0.00011455575500000004,-0.007849283335,-0.0028399151999999998,0.0006054541325,-0.00366992223,0.0012030195859999999,-0.00144138778,-0.0017768426185000002,-0.0033594304985,-0.0014142872195,0.001841411804,0.0015377023004999998,-0.003976372114,-3.59406763"
Polk Wisconsin,"-0.002775680499999999,0.0871936795,0.0071397175,-0.01488146675,-0.0139148577,-0.0035487780000000007,-0.0072783459,-0.002939201,0.00380636,0.004590269500000001,0.0093897167,-0.0128055675,-0.0060268247,-0.0009424355500000001,-0.00468233435,-0.0010806578000000001,-0.00746519025,0.017570262,0.00084390805,-0.00377015035,-0.0066068110499999996,0.00876776615,-0.006625225300000001,-0.0015865659,0.00368597185,0.0035065372500000004,0.0027111123500000002,0.0021975004499999997,-0.00114824045,0.003855509,-0.0006925050499999999,-0.001567976,0.00820633975,0.0057842035,-0.0007371206585,-0.00400024212,0.002604337981,-0.00031164250000000006,-0.005089033400000001,0.003429846975,-0.0031196452799999996,-0.00274877241,0.00030618358,0.0031492604,0.000263373524,0.0026109004050000003,0.000477060745,0.00251726047,0.00149847773,-3.4465659"
Pondera Montana,"-0.13868048500000002,0.021672884500000003,-0.040836846,-0.03368781,0.008698921499999998,0.0109543515,-0.01504181,0.08487744500000001,-0.0406994215,-0.038929065,-0.00429493695,0.03413893,-0.0369264005,-0.006402842499999999,-0.003959201,-0.022849287000000003,0.026820675,0.0476100835,-0.017372137,0.011737444199999999,-0.0019764254,-0.0005975222499999999,1.0384500000000171e-05,0.0095083987,0.0087123991,-0.007030777500000001,0.007161768749999999,0.012087638,0.0050548647,0.0104053359,-0.0029409051,-0.00818557545,0.0035372209,0.008233554899999999,-0.01344260605,-0.0025704023,-0.00290332645,-0.0050035945,0.0035905635000000003,-0.014026497099999998,0.008444594555,0.004103595795,-0.005144689745,0.0102920408,-0.00703567739,-0.00344494642,0.023535745885,0.007274001705,0.003166934554,1.3719393"
Pontotoc Mississippi,"-0.009850455000000001,-0.028281115000000003,-0.032454235,-0.020113264999999998,0.00992397,0.0031206050000000003,-0.003778225,-0.00610932,-0.02075433,-0.024662135,0.02125925,0.03098355,0.0043847999999999995,0.00097878,0.01792688,-0.01136492,-0.004750860000000001,-0.008835885,0.00942674,0.01039938,-0.0061494,-0.009056785,0.007561709999999999,-0.0026999249999999997,0.0029354850000000003,0.0048777149999999995,0.007393705,0.00495724,-0.00635177,-0.005648299999999999,-0.0009448500000000001,0.00437474,0.00290388,0.003283205,-0.0017676950000000001,0.002891055,0.0031331400000000004,-0.0033101350000000005,-0.00295037,-2.8789999999999973e-05,0.0028983950000000002,-0.0010993250000000002,-0.0033741050000000005,-0.008348835,-0.00348326,0.00765508,0.00433142,0.00102553,-0.005608615,0.0021767"
Pontotoc Oklahoma,"-0.0245651485,-0.031261419,0.011024144500000001,0.0232883995,-0.008311475,0.007871787,-0.0028077730000000004,0.0051647575000000005,-0.0027668568500000003,0.0024772975000000004,0.0051102548,0.0077169825000000004,-0.0031832551499999997,0.010801499499999999,0.0032670616099999997,-0.0051056906499999995,-0.0071174723,0.0010597887500000003,-0.0038949888,-0.00794798845,0.014515227000000002,0.0025920891,0.0023556327,0.0024810844500000005,0.003885411623,0.0003192723999999999,0.006609114649999999,0.0010577895500000001,0.00015510581899999998,0.0083524751,0.00431308295,-0.0031295893500000002,0.0047917002,0.00018450965000000002,0.0051628564499999995,0.007424124900000001,-0.00046866795,-0.0008273831,-6.956425000000013e-05,-0.00626671232,0.002231361055,-0.00523546745,-0.001663028,-0.00359922055,0.006212462295,0.00715890215,0.00176304494,-0.0023376497500000003,-0.003845712495,-3.0291505"
Pope Arkansas,"-0.0194652805,-0.0638452465,-0.014637418499999999,0.011706651299999999,-0.0137586375,-0.0172528265,-0.005536909049999999,-0.0008065692000000001,0.00483054315,-0.00455284075,0.0003992061000000001,-0.0012122953,0.0007081968000000002,0.00304150203425,-0.0067411346,0.0070994025,-0.0078430646,0.003757928245,-0.0074949966,-0.00040278149999999936,0.0016070054,0.0003548360500000001,-0.0007369044999999998,0.0059286729,-0.0010931242,-0.00199132895,-0.007895815649999999,-0.00330083145,0.0043170715,-0.0006637912,0.0008672128500000001,-0.00491759055,-0.003955985717999999,-0.003659340335,4.798520000000002e-05,0.0012643607,-0.002715661825,0.004273441071500001,0.0040315119,0.006569671,6.635011499999999e-05,0.0017427224449999999,-0.0010846134,-0.000840680485,0.0013412869000000002,0.006080339645,0.002368131,0.0013886976,0.0004259934000000001,-2.3502826999999997"
Pope Illinois,"0.031996019,-0.025428002999999998,-0.016528878,0.001207288,0.016961834000000002,0.013190211949999999,-0.012634944,-0.0146427919,-0.0162903225,0.0018317449000000005,-0.0077872245,0.0006263244000000001,0.00456833105,0.01064254445,-0.008435222499999999,0.0006173003999999998,-0.0069481843,-0.0011076109499999999,-0.0008051350000000002,-0.0038969995000000006,0.005325049,-0.00508541265,0.00260483115,0.015332713,6.643339999999999e-05,0.0052662015,-0.0069748641,0.005472764390000001,0.00472349855,-0.00199473545,-0.0023047069,-0.0027952593830000002,-0.0039272482000000004,-0.00257641385,0.0030630447,0.0011488857500000001,0.00175199065,0.00498558135,0.001621139715,0.00453630015,0.0021100872,-0.00225492235,-0.000727925205,0.0011724516,-0.00047560289999999997,0.0036165475,-0.0015026564500000002,0.0016360682000000001,0.0033966136,-4.6116012"
Pope Minnesota,"0.04441476500000001,0.050911298,-0.011930273499999998,-0.021736427000000003,0.0018148094999999986,0.035432063,-0.0292252595,-0.0157889575,-0.010876912499999999,0.0740575525,-0.0011738890000000009,0.017092452,-0.0410703545,-0.0217997854,0.0242673005,0.01211234015,-0.010134808050000001,-0.013642618275,0.00582653565,-0.009971992200000002,0.012614817815,0.0052961798,-0.007677737665,-0.00280905255,-0.00816417505,0.0090518594,0.00730359081,-0.0026996847999999998,-0.0044647561799999996,-0.01171896335,0.00342346889,0.004488982536,-0.00114227725,-0.0026487931000000004,0.00309459745,0.008618971610000001,-0.007475679415,-0.01301507522,-0.00203821932,0.00120180104,-0.003552128465,-0.003939400557,-0.001499718035,0.0011689536049999999,0.001486749985,0.009542251614999999,0.0009181521300000001,-0.004414986499,0.00068278417,4.3833852"
Poquoson city Virginia,"-0.10607032999999999,-0.032422715,0.004379530000000001,0.0002475699999999999,0.03526846,0.02233714,0.09382879000000001,-0.001438075,-0.012274895000000001,-0.009706745,0.038087829999999996,-0.039237430000000004,-0.009742145,-0.027111314999999997,-0.0009267049999999999,4.3015000000000414e-05,0.011419470000000001,-0.00477972,0.00604876,-0.006367589999999999,0.00043628000000000004,-0.00885542,-0.021331495,0.02394479,-0.0019538950000000006,0.01638139,-0.0021709300000000006,-0.009219865,9.197999999999975e-05,-0.0029821599999999998,-0.007424605,0.003810665,-0.00171265,0.004360495,0.01715692,-0.002882495,0.003678685,0.00124186,0.00021057999999999993,0.00660797,0.00770431,0.009850379999999999,0.0011449000000000003,0.00017309999999999982,-0.006667025,-0.012709475,0.001220165,-0.008943985,0.01092478,0.014263000000000001"
Portage Ohio,"-0.0314217464,-0.02487810515,-0.0007928798000000001,0.008185194665,-0.010761170655000001,0.012032964949999999,-0.00296815455,-0.0076745111,0.008313296865,0.00689660655,0.0019046065049999998,-0.0022671027500000005,0.0060657922735,-0.011436020365,0.0035085293499999997,0.001369752145,-0.009290008465,0.01235632552,0.003938865155,-0.013525462549999999,-0.00030882847,0.002078149215,0.0103747287,0.0003357036499999997,0.0009792075599999999,0.006248784445,0.004172623845,0.005591126490000001,-0.00821126235,0.0019674030255,-0.009309598885,-0.0048639124725,-0.00404359825,3.3893365000000285e-06,-0.00535968622,0.004473801765,-0.001162919475,-0.002488175855,0.00742395317575,0.0011875292150000001,0.0011211797125,0.00250744951,-0.000557403172,0.0040825675785,0.002593820751,-0.006832186868,-0.0017328880036,0.0050089091045,0.0013963377699999998,0.597730785"
Portage Wisconsin,"-0.021102275,0.0443455,0.00198246,-0.013045600000000001,-0.00630644,-0.009873,-0.00745981,0.0031829700000000002,-0.00012076499999999967,1.0409999999999977e-05,-0.013584895,-0.0013290250000000002,0.002890165,-0.005812905,0.00243855,-0.0010896150000000002,-0.0035271849999999995,0.0034472,-0.009628215,-0.00358902,-0.004502905,0.01163087,-0.001185785,-0.0039558300000000005,-0.0013411349999999998,0.00129979,-0.007958965,0.01614978,-0.0029701000000000003,-0.00288797,-0.009275695,0.00386416,-0.00094932,0.009668669999999999,0.00521412,0.00286222,-0.0031170000000000004,-0.0076251800000000005,0.0022658450000000003,0.0015286050000000002,-0.009601235,0.000882355,0.00041675999999999996,0.0031794099999999997,1.7774999999999822e-05,-0.006392429999999999,-0.003780275,0.001356575,-0.0016007299999999999,0.00272765"
Porter Indiana,"-0.0514473455,-0.002550331601,-0.0016369616500000001,-0.008240560675,0.01681718285,-0.0058955282,-0.00825858925,0.009876752,-2.1305499999998978e-05,-0.0100373458,0.005296989550000001,0.00066826085,0.006601923,-0.0092567215,0.0009703892,0.003154415365,-0.0017585352699999999,0.0126921045,-0.0024345714999999997,-0.0082229412,-0.0015948517000000002,0.0008146383500000002,-0.0013122692,-0.0061607498,0.0100584905,0.00393722475,-0.0084950398,0.0018834173085,0.0028844427499999997,-0.007271335,0.00043379531499999994,-0.007184559500000001,0.00249284255,-0.00443918225,0.00036672235,0.000360903135,-0.0011863166000000002,-0.0009508155,0.0088211295,-0.0034467949000000003,-0.0063685645,-0.001652391,-0.0024585882000000003,0.00359849955,0.00043175615,0.00332381765,0.006098717,0.00067483572,-0.0041670309,-1.1534917500000001"
Portsmouth city Virginia,"-0.081348333285,-0.050212303,-0.010300153821,0.014253531799999998,0.02594309675,0.00993423725,0.015623115825000002,-0.00531509893,-0.00020375873000000018,0.00246618975,0.03063420775,-0.00601140295,0.000370423321,-0.01419527835,0.00392499447,0.0037416559050000003,0.0049752848,-0.0033811642999999995,-0.0073914400205,0.004309235600000001,-0.0019702505499999993,0.006794545575,-0.007317868081499999,0.01585522085,0.0015790972950000001,0.00367730055,0.0166400509,-0.01134841741,0.0023633474500000004,-0.003307076525,-0.0018407472049999998,0.0090310378,-0.00170587444,-0.00811366925,0.0013635523799999999,-0.004303709300000001,-0.0005660269899999999,0.0043629985100000004,-0.001500333535,-0.0042742074,-0.00952871285,0.005158970155,0.00413018085,-0.001061411745,0.000826475345,-0.00300202332,-0.00696841701,-0.0014324684210999998,-0.0048894093000000005,-7.407549355"
Posey Indiana,"0.0022853034999999987,0.00887026784,0.00818151164,-0.0131929077,-0.0171592198,0.0378545392,-0.0026152271500000006,-0.008075771899999999,-0.01760769005,0.014329191849999999,-0.005732971139999999,-0.0023702139349999997,0.0010128000400000002,0.0111333735,0.012873251,-0.00794627875,0.0005374801900000001,-0.0031884452090000003,0.002386790765,0.0008119938932,0.0022085736200000003,-0.0051517755,-0.00285696356,0.0028416967099999997,0.00197774729,-0.005919170585,-0.005874330850000001,0.00911223395,0.005389555545000001,0.0027509240905,0.00033207121999999974,0.000462873145,0.00391647493,0.002510766285,0.003171797765,-0.002543997015,0.0042487031800000005,-0.0058355324,0.0025622833,-0.000280543085,-0.000484724265,0.0030249649600000003,-0.0048996896,0.004465174685,0.0004536710175,0.003081783825,-0.0037569471049999996,-0.00522373801,-0.0018119048149999998,-5.246277415"
Pottawatomie Kansas,"-0.0573109146,0.028659222885,-0.0010360770399999997,0.004070714345,0.005960013715,-0.00856455451,-0.015279192465,0.014259657844999999,0.014548572499999999,-0.024856836099999998,0.0063891923415,-0.004009770700000001,0.003944227585,0.0005370086300000001,-0.0027680908665,-0.0072234484325,-0.00670072644,0.0011346740650000002,-0.000446968715,0.0087565377,-0.000983323785,0.00782534595,-0.001624506665,0.0051133497755,0.005084675845,-0.0016545388,-0.0016169075075000003,0.005581503365,0.0007860247300000001,0.0005640089365,0.00022025837000000013,-0.002362214015,-0.0002566662149999998,-0.0023429940135500003,-0.000512733968,0.007682010683000001,0.000973403772,0.005784361499,0.0027242948715,0.0039578811384999996,0.00038760534,6.444566000000018e-05,0.00509725801,-0.009077266260000001,0.0006543299844,-8.88858068e-05,0.0020542963165,0.0051695995465,-0.0015511239155000002,-2.264029345"
Pottawatomie Oklahoma,"0.02357983491,-0.06334490065,-0.01514102628,0.01831366445,0.0040739225,-0.01178881325,-0.0122263957,0.0019674511399999997,0.007937500075,0.004724573375,-0.011954387300000001,-0.011413776795,-0.00761192634,-0.00449457931,0.0049557787,0.00769205293,-0.006526837985000001,0.0076569719438,-0.00409434704,-0.008336443225,0.0054740237,-0.0022221848,9.607610500000007e-05,0.003613780645,-0.0012039173249999999,0.0045731024615,-0.001807990499,-0.0026373415465000003,0.000565262431,0.00205217675,-0.006979518939999999,-8.946711499999995e-05,-0.00441593373,0.002697592645,0.00428288759,0.000388518795,-0.003113391388,0.0025829444549999997,0.000616664068,-0.001489584142,-0.0041933660545,0.006519093798,-0.0071044621815,-0.001152743025,-0.00225585588224,0.006320704781999999,0.0008724937395,-0.0038630630835000002,-0.001844889596,-2.47801603"
Pottawattamie Iowa,"-0.0427856975,0.009736122,-0.0080861495,0.0071442355,-0.012531177499999999,-0.0132614165,-0.006756443250000001,0.0006022324999999992,0.022137527499999997,0.0009429289999999995,-0.0154018865,-0.0191710935,-0.01201391405,0.00043309429999999986,-0.001555574759,0.0025408749,-0.00068387505,0.00257071688,-0.011538802400000001,0.00491482335,0.0056732838,0.0057868625,0.00073059135,-0.00275705,0.0009027421999999998,0.01029257886,-0.007997255,-0.0021570024,0.0038708565499999997,0.00517488215,0.00655790735,0.001225004725,-0.005742542815,0.00326683417,0.0038963302150000004,0.00607827984,-0.003829640265,-0.002256557135,0.002650087587,-0.00085174454,0.003937782585,0.00041690572650000005,0.0006077751545,-0.001140777425,0.00354777307,0.00088120051,-0.001186308225,-0.0038842948,0.00047821436799999997,-0.94265325"
Potter Pennsylvania,"0.0227194,0.06717374000000001,0.004189565,-0.04389361,-0.00669334,0.010547125000000001,0.02029989,0.004706149999999999,-0.023370655,-0.002868095,-0.00012162999999999996,0.007210575,0.016915825,-0.001979115,0.013600705000000001,0.016784895,-0.0018818099999999998,0.010494094999999998,0.0007560500000000003,0.013090369999999999,-0.00333468,0.0036713799999999997,0.00704493,0.00493058,0.009552025,-0.00824978,-0.00341409,0.0036130550000000004,-0.0026080799999999996,0.002213075,0.0010046299999999998,-0.00554088,0.0007891549999999999,0.0015725550000000002,0.004782395,0.010317365,-0.002132865,0.009357895,-0.00160438,0.00778086,0.009925225,-0.006092645000000001,0.00255792,0.00148444,0.000407735,0.0033988749999999996,-0.0028728900000000003,-0.005240275,0.003962055,0.0026828"
Potter South Dakota,"-0.004246995500000003,0.1368057675,-0.0645407395,-0.039110963,-0.039172572499999996,-0.042925135,0.0335657495,-0.0286520835,-0.03168851,-0.051488658,0.004776870999999999,0.0184271,-0.004226033000000001,-0.006351672609999999,0.0036610539999999995,-0.011168400750000002,0.02062044705,0.0016431537500000005,0.0090216927,0.0079959744,-0.016185029375,-0.010919631950000001,0.00378161505,0.01153829085,0.00418354055,-0.0035679033,0.01495941135,-0.011621027015,0.016783031244,0.0031010140999999996,0.010849317975,-0.0005593654,-0.00669454797,-0.01327437075,-0.00912028136,-0.021785921275,0.023014303665,0.004782893349999999,0.004570351925,0.00051972414,-0.0059308907745,-0.00979309451,-0.000743931095,0.0067912318550000005,-0.004470143065,-0.015171463999999999,-0.0027420694349999998,0.003179199886,-0.011417864533,-1.65097135"
Potter Texas,"0.060491546300000004,-0.062312400899999995,-0.0342788447,0.0038822509999999963,0.014165605799999998,-0.021924592950000002,-0.013166028775000001,-0.009404974575,0.0128255574,-0.0019432921499999995,-0.0185837303,0.0050813201799999996,0.01379992235,-0.00855375215,0.005038573649999999,-0.007718125715,-0.0035651232000000004,0.00819843935,-0.0168597808,0.01106015325,-0.0038603684500000002,0.00739604982,-0.004056327175,0.004073666365000001,-0.0023908522500000005,-0.007059105875,-0.007545745845,0.0056270238650000005,0.007828727800000001,-0.0069634369,-0.0031286289735,-0.004922234750000001,-0.009157102,0.01399753205,0.0066264615,-0.0078589193,0.00178142849,-0.00529857081,-0.0122957312,-0.01114696125,0.0110529996,0.004179583309999999,0.00521400782,0.0011603511700000002,-0.00321876266,-0.00262598056,0.0029293076249999996,-0.0036070008249999997,0.00033925355935,4.582985075000001"
Powder River Montana,"-0.082341780705,0.16695846050000002,0.09249144815,-0.015863239645,-0.0437732312,0.028272114249999997,-0.066102855,0.14463171554999998,-0.0267746346,0.0112799734,0.038378169250000004,-0.048548090450000005,-0.0448167706,0.018852215000000002,-0.004096274399999999,-0.0003855125954,-0.00457771458,0.02218805465,0.0188931887,0.01089872885,0.006015188899999999,-0.020253335849999998,-0.025354193999999997,-0.00671140895,0.011310122149999999,0.02523129715,-0.00529086335,-0.0176543202,-0.018403214850000002,0.026154760149999998,-0.00299364482,-0.00203336017,0.02202720665,-0.00023043185449999996,-0.02602804525,0.007437016355,0.01785136692,0.0082467034,-8.014217499999996e-05,0.005228011544999999,-0.0109227103,0.0024176417840000002,0.01040080875,0.0015818916600000002,0.017396039409999998,-0.011723484119999999,-0.01057120736,0.013671089135,-0.02242542813,-6.73716136"
Powell Kentucky,"-0.038002129499999995,-0.06712410199999999,0.0133975359,0.0117134084,-0.0362797833,0.01811989955,-0.0091558976,-0.016821601499999998,-0.004403987805,0.007099757285,-0.0029929753,0.00567518035,-0.00012290839999999983,0.0022379098,0.008375180400000001,0.0061059568,0.004045022,-0.0020802478499999996,0.0061740631,0.0030696926999999995,-0.00453268631,-0.0079349107,-0.01656172625,0.0059391692,0.0006052325500000002,0.0083473087,-0.0037581071,-0.00380381355,-0.004537585715,0.008985445500000001,0.0014844455000000006,0.0016623734499999995,0.01060551805,-0.0026111868,0.00271055405,-0.0010203699849999999,0.00845857775,0.003143807045,-0.0064889723000000005,-0.0043153356,0.0090716518,-0.006146891,0.00638599955,0.007100281415,-0.0016405119949999998,0.000589645538,-0.0009849922899999998,0.0007687727,0.004322786125,2.9843193"
Powell Montana,"0.136016721,-0.025667127550000002,0.0063672424499999995,-0.039605348,-0.00978624765,0.02444332495,0.00030332574599999996,-0.0279185549,-0.02386386235,0.009967395935,-0.01359784797,0.0002544318199999996,-0.013077297424999999,-0.0051332957,0.0108055193,-0.0041263120900000005,-0.006365448625,0.027687896745,0.00912335544,0.006212880925000001,-0.0009786864500000002,-0.0063174549,-0.00749450025,-0.008913194755,-0.01848532025,-0.01031226155,0.00146725537,0.008604133489999999,0.00390762827,0.0034318357049999996,-0.010238916084999999,0.009303994594,0.01471502815,-0.0087499938845,-0.0015643945400000002,0.00905257217,0.00366945182,-0.0023721893,-0.004702675845,-0.007195210069999999,0.0062335969,0.0062316251460000005,0.0033375189705,0.0020651106849999996,0.0038471209395000002,-0.00543464102,-0.0017201940665000001,0.005688429124,0.00503298198,-4.585096365"
Power Idaho,"0.087879545,0.04401913295,0.0506089099,0.017841930550000003,-0.0318432601,-0.0367281561,0.0062673925,-0.0160560647,0.0296498128,-0.02351474525,-0.01971968685,-0.0035107765999999995,-0.00991462355,-0.00750015885,0.0313984253,-0.009612760495,0.02594839157,-0.01982493997,0.005071786399999999,0.0007790763199999997,-0.02317129751,0.029417474135,0.007814325725,-0.021150593029999998,0.00305396255,-0.006959709365,-0.008233662453499999,-0.00119416496,-0.014715963455,-0.0111877598245,0.0022310917465,0.002606407839,-0.0115942817605,-0.0095545353915,0.0029287931249999998,0.002496413595,-0.00459401221,0.00993643824,0.00012181244499999996,0.0162807850145,0.0032297858215,-0.00546417271215,-0.00138329847605,0.0028075862215,-0.012071156442999999,0.008366631474,0.001234190058,0.0069225189371,0.0074212347457,-2.694806885"
Poweshiek Iowa,"-0.0434901165,-0.00188276125,-0.00315433855,0.007531863,0.007355926500000002,0.0020948069999999997,-0.0268310525,0.01923405185,0.0497003215,0.0276931635,-0.0132547507,-0.0183882875,-0.0102997885,0.005005893500000001,-0.00594135,0.0031991685000000002,-0.0045081025000000005,-0.0036760505,-0.006991021,0.005881265845,0.0083424629,0.0008881815000000006,0.0047557624,-0.002770611435,0.0008498838499999999,-0.006178202,-0.011577570999999998,-0.00830704545,-0.0025478725,-0.011335063499999999,0.0052781475,-6.471025000000003e-05,-0.0118663825,-0.0157493175,0.0090253575,0.011089773499999999,-0.0070630169999999996,0.00188527925,-0.0047750173,0.005898507,-0.0094417345,0.0015941829135,0.002461885825,-0.0021275151,-0.0050599534,0.0015382097,-0.004684179,0.0043522158500000005,0.0007622307,-2.29612935"
Powhatan Virginia,"-0.011486604000000001,-0.0018029114999999988,0.00933152215,-0.0009390570999999999,0.010816512,0.0370611895,0.008335519100000001,-0.020327073,-0.0063715615,0.008899523,0.017373279499999998,0.01156216805,0.0027658139500000003,0.0040828526999999995,-0.00441512985,0.00692957275,-0.0097952395,0.005334398014999999,0.013804826999999999,-0.005095485139300001,0.00475705555,-0.0019487405000000006,-0.0025677524999999993,-0.00079697325,0.0035674023999999996,0.00033376965000000026,0.0038852608,-0.008684806599999999,-0.002982583455,0.0050734867,0.00392272405,-0.00352372375,-0.00399981855,-0.00224955645,0.0044348778100000005,0.0006953809000000001,-0.00028301835000000023,-0.0046606288650000004,0.00104387212,-0.00741441799,0.0015510111700000001,-0.00509557825,-0.0005881813999999999,-0.00249799875,0.00131340535,-0.00116378895,-0.0006687049499999999,0.0008070396499999999,-0.0007865821499999999,-0.9685132000000001"
Prairie Arkansas,"0.021420835,-0.00456857,0.019067930000000004,0.03535047,0.010115045,-0.021672395,0.0023929700000000003,0.0031326750000000006,0.003272785,-0.00565876,-0.013670295,-0.006280414999999999,-0.008154705,0.0007630249999999996,-0.01303104,0.008566475,-0.001744555,-0.00803993,-0.0023635850000000005,-0.007211385000000001,0.00420659,-0.006113450000000001,0.0016438450000000001,-0.0035080349999999996,0.0011735699999999999,0.002818915,-0.002275045,0.004606245,-0.008806915,-0.00018078000000000007,0.0013773249999999996,0.007546285000000001,-3.041999999999997e-05,0.00131993,-0.00396013,-0.00025243,-0.00280619,0.00902264,0.000782355,-0.007863655,-0.0037365000000000002,0.0021206050000000002,0.00227747,-0.00495703,0.0033659350000000005,0.0074261399999999995,0.008262664999999999,0.0009345849999999999,-0.0005591400000000001,-0.0025589000000000002"
Prairie Montana,"0.13180056,0.11306643499999999,-0.018246225,-0.03194937,0.0142808,0.015155104999999999,-0.021992615,-0.01603742,-0.01728681,0.0005790600000000002,-0.027293175000000003,0.050626195,-0.012778185000000001,0.031084115000000002,0.01031985,-0.0032272700000000004,-0.003738875,0.00937353,-0.039236705,-0.011781955,0.008396635,-0.027606529999999997,-0.04341312,-0.018404305,0.007931239999999999,-0.01661607,0.0013316049999999996,-0.01735811,-0.001929015,0.006147410000000001,0.002305445,0.0200941,0.01071176,0.004497560000000001,-0.011641095,-0.0043068049999999995,0.00828981,-0.012568965000000001,-0.00841248,0.023237295,0.01298086,0.039771614999999996,0.0018785150000000003,0.01308343,0.015067305,0.012305275000000001,-0.018862115,-0.001123175,0.022848195,6.395000000000012e-05"
Pratt Kansas,"-0.03469604555,-0.016852076,-0.0009255929248,0.006461455499999999,-0.0197250479,-0.009099463,-0.002625842165,0.041290435,0.0023726643500000004,-0.0015098374999999997,-0.010981654150000002,0.00014471399999999978,-0.0159897058,-0.013238766855,0.0107982224,0.018982848899999998,-0.00975762195,0.017103728550000002,0.0018893914999999987,0.013296805,0.00014303905000000042,0.0004922174500000005,0.00885138045,-0.0063108981,-0.01090130135,0.00732737165,-0.00843086795,-0.0010591587500000002,0.00701856135,0.00204121779,0.00400302235,-0.00663722515,-0.0062661052,-0.0019449195500000002,-0.00104741565,0.00043159015,-0.007341551275,-0.0014742086750000002,-0.00509434547,0.0053049302,0.0030080186500000003,-0.0028695333299999996,-0.008463171549999999,2.7762579999999982e-05,-0.0021010890493,0.0108732663335,-0.006603082555,0.00294690497,0.0037570476849999998,4.23529005"
Preble Ohio,"-0.05156297135,-0.008824707250000001,0.0474170383,-0.004075955099999997,-0.04122380915,0.0104481653,-0.0241582961,0.0088968786725,0.008423928785,0.007904224041500001,-0.0014890379775000001,-0.004539611000000001,0.00548184748,0.0020616940099999997,0.006845154175,-0.000760299015,-0.01808001594,-0.005915270455,-0.00236351504,-0.0014655601150000003,-0.00326076037,0.0019107210515,-0.0029849847549999996,-0.0032962353050000003,-0.0004016582635,-0.0002629970599999998,-0.005743892404999999,-0.00040664543,-0.0019709132,0.00504202679,-0.001295452755,0.007248534468499999,0.00198102411,0.0008389969175000001,-0.002803316738,0.0046970486334000005,0.00232738463,-0.001635107531,-0.00022586701550000003,-0.0043704269149999996,0.004119868726225,0.0025622988759,0.001017874387,-0.0009934020309500002,0.0063262027915000005,0.00424543058405,0.0012787113640000001,0.0055080711325,0.004025627036655,0.51460997"
Prentiss Mississippi,"-0.04203607305,-0.03839572725,-0.0235663001,0.005080986950000001,0.002805931349999999,-0.014976958050000001,3.1896000000000008e-06,0.009092954549999999,0.00986171936,-0.008503730045,-0.0014191984850000002,0.002343530495,-0.0058050605199999996,0.005995219085,0.001601904305,0.00483290874,0.0035080394950000003,-0.00483228559,-0.0031802135349999995,0.008551761825,0.005025530845000001,-0.0015412220495,-0.000683305085,-0.00633326009184,-0.00549354235,-0.0031024200700000004,0.007179598955,0.00169316588815,-0.003940609305,0.00155346998495,-0.00016990699499999998,-0.004898394465000001,0.0019501518735000002,-0.007867312235,-0.00525208566,-0.0043481889210000004,0.00011377244300000001,-0.0014108569475000002,0.002733788017,0.0033507494950000003,-0.0019699513905,0.002155031330935,0.0077807983145,-0.0026473567643,-0.002357247018,-0.00422740824,-0.00347506015844,0.0024743506220000003,-0.0048570025705,1.4225149449999999"
Presidio Texas,"0.0756042163,-0.02849687355,0.0519019236,0.006603794499999996,-0.014375677604,0.012019944500000001,-0.03076968175,-0.011920324599999999,-0.011961184900000001,0.0002035155999999998,0.0043386858099999995,0.013500498750000001,0.0018516073000000004,0.00545153621,-0.0081159230586,-0.017325031815,0.0190888447,-0.00449349285,-0.0008997278499999995,0.007013862305,-0.01192898535,0.0058259492399999994,-0.015498725500000001,-0.0022039920500000003,-0.006880373305,0.0063292936,-0.0064188822,-0.004928811785,0.0042274534150000005,-0.01148035035,-0.004621339755,0.005836750914999999,0.00081926575,0.004340286625,-0.0108261843,0.004982957235,0.0062529269299999996,-0.01444644015,0.0032141645049999995,-0.0007854438199999998,-0.0100443916,-0.0023445877349999996,0.00287941166,-0.00425424764,-0.0074704618000000006,-0.00185902403,0.00931472795,-0.00328771435,-0.0053118116,-3.08346907"
